question_id,subject,class,chapter,topic,provider,difficulty,question_type,question,option_A,option_B,option_C,option_D,proposed_answer,NCERT_source,validator_verdict,human_stem,human_option_A,human_option_B,human_option_C,human_option_D,human_answer,human_explanation,human_ncert_support,human_ambiguity,human_duplicate,human_difficulty,human_neet_suitability,human_overall,reviewer_notes,preaudit_answer_check,preaudit_answer_confidence,preaudit_calculation_check,preaudit_calculated_answer,preaudit_calculation_notes,preaudit_stem_issue,preaudit_stem_severity,preaudit_option_quality,preaudit_option_issue,preaudit_option_severity,preaudit_ncert_support,preaudit_ncert_issue,preaudit_scientific_issue,preaudit_scientific_severity,preaudit_assertion_reason_check,preaudit_question_type_check,preaudit_neet_suitability,preaudit_independent_difficulty,preaudit_duplicate_status,preaudit_duplicate_question_id,preaudit_duplicate_similarity,preaudit_priority,preaudit_verdict,preaudit_reason,preaudit_recommended_action,preaudit_version
p3-mcq-0586-04753478,CHEMISTRY,11,1,chapter-1-page-25,openai,HARD,match_relationship,Match the laws of chemical combination with their descriptions.,Law of Conservation of Mass - Mass is neither created nor destroyed in a chemical reaction.,"Law of Definite Proportions - In a compound, the elements are always present in fixed proportions by mass.","Law of Multiple Proportions - If two elements can form more than one compound, the different masses of one element that combine with a fixed mass of the other are in the ratio of small whole numbers.",Gay Lussac’s Law of Gaseous Volumes - The volumes of gases involved in a reaction are in ratios of small whole numbers at the same temperature and pressure.,A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-1.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0593-8b831d35,CHEMISTRY,11,3,chapter-3-page-20,gemini,HARD,match_relationship,"Match the Property/Feature given in List-I with its correct Element/Species/Value given in List-II, based on the second-period elements and their anomalous behaviour.

List-I:
(a) Diagonal relationship partner of Lithium
(b) Species showing maximum covalency of 4 for Boron
(c) Species showing expanded valence shell for Aluminium
(d) Metallic radius of Beryllium (in pm)

List-II:
(i) [AlF6]3-
(ii) Magnesium
(iii) 111
(iv) [BF4]-","(a)-(ii), (b)-(iv), (c)-(i), (d)-(iii)","(a)-(i), (b)-(iv), (c)-(ii), (d)-(iii)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)",A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-3.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0598-8a46352a,CHEMISTRY,11,9,Structure of Benzene,openai,MEDIUM,statement_based,Which of the following statements about the structure of benzene is true according to the NCERT excerpt?,Benzene has six identical carbon and hydrogen atoms.,Benzene is a linear molecule with only single bonds.,Benzene has a molecular formula indicating no unsaturation.,Benzene can form more than one monosubstituted derivative.,A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-9.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0604-b4700eba,CHEMISTRY,12,7,chapter-7-page-24,openai,EASY,factual,What is the major product when a tertiary alkyl halide like (CH3)3C–Br reacts with sodium ethoxide?,2-methylpropene,t-butyl ethyl ether,ethanol,propene,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-7.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,ACCEPTABLE,length_clue,MINOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE_WITH_MINOR_EDIT,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0622-b6e98375,CHEMISTRY,11,9,Hydrocarbons,openai,EASY,conceptual,What type of hydrocarbons undergo mainly electrophilic substitution reactions?,Alkenes,Alkynes,Aromatic hydrocarbons,Alkanes,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-9.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,ACCEPTABLE,length_clue,MINOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE_WITH_MINOR_EDIT,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0628-9b2d18df,CHEMISTRY,12,9,Amines,openai,HARD,match_relationship,Match the following compounds with their corresponding types of amines:,Novocain,Benadryl,Adrenaline,Diazonium salts,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-9.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0629-e6b17b9e,CHEMISTRY,11,5,chapter-5-page-6,gemini,MEDIUM,conceptual,"According to the NCERT text on thermodynamic processes, which of the following statements correctly describes a reversible process?",It is brought about in a single step where the external pressure is constant throughout the process.,It proceeds infinitely slowly by a series of equilibrium states such that the system and surroundings are always in near equilibrium.,The external pressure during compression is always less than the internal pressure of the system by an amount equal to dp.,Work done on the gas during compression is calculated using the expression w = pex (Vf - Vi) with a positive overall sign.,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-5.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0635-e2d85026,CHEMISTRY,11,2,chapter-2-page-21,gemini,EASY,match_relationship,"Match the effects associated with the splitting of spectral lines under external fields (Column I) with their corresponding fields (Column II) as described in the limitations of Bohr's model:

Column I
(a) Zeeman effect
(b) Stark effect

Column II
(i) Electric field
(ii) Magnetic field","(a) - (i), (b) - (ii)","(a) - (ii), (b) - (i)","(a) - (i), (b) - (i)","(a) - (ii), (b) - (ii)",B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-2.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0661-72e1926b,CHEMISTRY,12,7,Acidity of Alcohols and Phenols,openai,EASY,statement_based,Which of the following statements about the acidity of alcohols and phenols is correct?,Alcohols and phenols can act as Brönsted acids by donating protons.,The acidic strength of alcohols increases with the addition of electron-releasing groups.,Phenols do not react with aqueous sodium hydroxide.,The O–H bond in alcohols is non-polar.,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-7.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0662-5c2d616f,CHEMISTRY,12,2,chapter-2-page-5,gemini,HARD,numerical,"Based on the standard electrode potentials provided in the excerpt for the half-cells:
1. $Pt(s) \mid H_2(g, 1\text{ bar}) \mid H^+(aq, 1\text{ M}) \parallel Cu^{2+}(aq, 1\text{ M}) \mid Cu$ ($E^\circ = 0.34\text{ V}$)
2. $Pt(s) \mid H_2(g, 1\text{ bar}) \mid H^+(aq, 1\text{ M}) \parallel Zn^{2+}(aq, 1\text{ M}) \mid Zn$ ($E^\circ = -0.76\text{ V}$)

What is the overall standard cell potential ($E^\circ_{\text{cell}}$) for the Daniell cell represented by the reaction: $Zn(s) + Cu^{2+}(aq) \rightarrow Zn^{2+}(aq) + Cu(s)$?",-0.42 V,+0.42 V,+1.10 V,-1.10 V,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-2.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,CORRECT,0.85,PASS,C,E°cell=0.34-(-0.76)=1.10V,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0668-3fa01ceb,CHEMISTRY,11,8,chapter-8-page-27,gemini,MEDIUM,statement_based,"Consider the following statements regarding chromatography based on the provided text:

Statement I: Chromatography is classified into different categories based on the principle involved, such as adsorption chromatography and partition chromatography.
Statement II: Adsorption chromatography is based on the fact that different compounds are adsorbed on an adsorbent to the same degree.

Which of the following options is correct?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,"Statement I is correct, but Statement II is incorrect.","Statement I is incorrect, but Statement II is correct.",C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-8.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0671-a4a590e2,PHYSICS,11,14,Waves,gemini,EASY,factual,"In a travelling harmonic wave, which of the following aspects of oscillatory motion differs from one point to another?",Amplitude,Frequency,Phase,Both Amplitude and Frequency,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-14.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,ACCEPTABLE,length_clue,MINOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE_WITH_MINOR_EDIT,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0677-2aab90bd,PHYSICS,11,8,chapter-8-page-1,gemini,HARD,assertion_reasoning,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R.

Assertion A: Even an appreciably rigid steel bar undergoes deformation when a sufficiently large external force is applied on it.
Reason R: Solid bodies encountered in reality are not perfectly rigid.",Both Assertion A and Reason R are true and Reason R is the correct explanation of Assertion A.,Both Assertion A and Reason R are true but Reason R is NOT the correct explanation of Assertion A.,Assertion A is true but Reason R is false.,Assertion A is false but Reason R is true.,A,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-8.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.6,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,assertion_true=UNKNOWN;reason_true=UNKNOWN;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0709-3e9d231d,PHYSICS,12,6,chapter-6-page-9,openai,MEDIUM,match_relationship,Match the following scenarios with the correct outcomes regarding induced current and polarity of the capacitor plates.,Changing the magnetic flux induces current.,Changing electric flux induces current.,Polarity of plate A is positive with respect to plate B.,Fixed current can be induced by a moving conductor in a magnetic field.,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-6.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0712-ef901f3e,PHYSICS,12,2,chapter-2-page-1,openai,HARD,assertion_reasoning,Assertion: Potential energy is stored when work is done against conservative forces like gravitational and spring forces. Reason: The energy stored can be transformed into kinetic energy when the external force is removed.,"Both assertion and reason are true, and the reason is the correct explanation of the assertion.","Both assertion and reason are true, but the reason is not the correct explanation of the assertion.","The assertion is true, but the reason is false.","The assertion is false, but the reason is true.",A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-2.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.6,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,assertion_true=UNKNOWN;reason_true=UNKNOWN;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0713-52d84a38,PHYSICS,12,5,Magnetism and Matter,gemini,MEDIUM,factual,"For a perfect diamagnet, such as a superconductor at very low temperatures, which of the following sets of magnetic properties is correct?","χ = –1, µr = 0, µ = 0","χ = 0, µr = 1, µ = 1","χ = 1, µr = 0, µ = 0","χ = –1, µr = 1, µ = 0",A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-5.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0725-e5431382,PHYSICS,12,3,DRIFT OF ELECTRONS AND THE ORIGIN OF RESISTIVITY,gemini,EASY,application,"An electron of mass $m$ and charge $-e$ is placed in an electric field $\vec{E}$. Based on the vector relation for electron acceleration between collisions, what is the acceleration $\vec{a}$ experienced by the electron?",\vec{a} = \frac{e\vec{E}}{m},\vec{a} = -\frac{e\vec{E}}{m},\vec{a} = -\frac{m\vec{E}}{e},\vec{a} = \frac{m\vec{E}}{e},B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-3.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0731-1b7eda9c,PHYSICS,11,11,chapter-11-page-8,gemini,HARD,conceptual,"According to the principles of thermodynamic state variables discussed in the NCERT text, consider a system in equilibrium divided into two equal parts. Which of the following statements correctly describes the nature of the variables and their mathematical combinations?","Internal energy U is an intensive variable because it remains unchanged for each part, while density ρ is extensive.",The product of an intensive variable (such as P) and an extensive quantity (such as ∆V) yields an extensive quantity.,"Both pressure P and volume V get halved when the system is divided into two equal parts, making them extensive.","In the equation ∆Q = ∆U + P ∆V, the term ∆Q is an intensive state variable because it depends on pressure.",B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-11.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0740-67a69836,PHYSICS,11,5,chapter-5-page-6,gemini,EASY,assertion_reasoning,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R.

Assertion A: The Work-Energy theorem is an integral form of Newton's second law.
Reason R: Newton's second law provides a relation between acceleration and force at any instant of time, whereas the Work-Energy theorem involves an integration over an interval of time.

In the light of the above statements, choose the correct answer from the options given below:",Both Assertion A and Reason R are true and Reason R is the correct explanation of Assertion A.,Both Assertion A and Reason R are true but Reason R is NOT the correct explanation of Assertion A.,Assertion A is true but Reason R is false.,Assertion A is false but Reason R is true.,A,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-5.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.6,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,assertion_true=UNKNOWN;reason_true=UNKNOWN;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0743-ab277aa3,PHYSICS,12,1,chapter-1-page-15,gemini,MEDIUM,numerical,A force of magnitude $6.0 \times 10^{-4}\text{ N}$ acts on a test charge of $2.0 \times 10^{-7}\text{ C}$ placed at a point in an electric field. What is the magnitude of the electric field at that point?,$3.0 \times 10^{3}\text{ N/C}$,$1.2 \times 10^{-10}\text{ N/C}$,$1.2 \times 10^{-3}\text{ N/C}$,$3.0 \times 10^{-3}\text{ N/C}$,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0766-208bff6e,PHYSICS,12,3,chapter-3-page-20,openai,MEDIUM,conceptual,"In a Wheatstone bridge, which condition indicates that the bridge is balanced?",The current through the galvanometer is zero.,The total resistance in both arms is equal.,The voltage across the galvanometer is maximized.,The individual resistances are equivalent.,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-3.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0767-57dd6b02,PHYSICS,12,6,Electromagnetic Induction - Faraday's Experiments,gemini,HARD,application,Two stationary coils C1 (connected to a galvanometer G) and C2 (connected to a battery through a tapping key K) are placed near each other. Which of the following setup modifications will lead to a dramatic increase in the momentary deflection of the galvanometer when the key K is pressed?,Holding the tapping key K continuously pressed instead of releasing it.,Inserting an iron rod into the coils along their axis.,Keeping both coils strictly stationary relative to each other.,Removing the battery from the circuit of coil C2.,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-6.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0776-f9f82331,PHYSICS,11,6,chapter-6-page-5,gemini,MEDIUM,factual,"According to the NCERT text, if the origin of the frame of reference is chosen to be the centre of mass of a system of particles, which of the following vector expressions correctly holds true?",\sum m_i \mathbf{r}_i = \mathbf{R},\sum m_i \mathbf{r}_i = 0,\sum m_i \mathbf{r}_i = M,\sum m_i \mathbf{r}_i = \infty,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-6.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0791-aa13e190,PHYSICS,12,5,chapter-5-page-5,gemini,MEDIUM,statement_based,"Consider the following statements based on the provided text regarding magnetic configurations and bar magnets:

Statement I: Every magnetic configuration must necessarily have both a north pole and a south pole.
Statement II: For a bar magnet, the intensity of the magnetic field is strongest at its central region and weakest at its two ends (poles).

Which of the following options is correct?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,Statement I is correct but Statement II is incorrect.,Statement I is incorrect but Statement II is correct.,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-5.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0803-ee7f7d58,PHYSICS,12,6,The Experiments of Faraday and Henry,gemini,MEDIUM,assertion_reasoning,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R.
Assertion A: Relative motion between a bar magnet and a conducting coil is responsible for the induction of electric current in the coil.
Reason R: The galvanometer shows a deflection only when the bar magnet is held stationary inside the coil.

In the light of the above statements, choose the correct answer from the options given below:",Both Assertion A and Reason R are true and Reason R is the correct explanation of Assertion A.,Both Assertion A and Reason R are true but Reason R is NOT the correct explanation of Assertion A.,Assertion A is true but Reason R is false.,Assertion A is false but Reason R is true.,C,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-6.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,assertion_true=UNVERIFIED;reason_true=UNVERIFIED;reason_explains_assertion=UNVERIFIED;proposed_option=C,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
